symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
WSI,-0.6999999999999886,-0.5709624796084736,121.9,2845,SELL,2025-01-01 10:13:45.650583,BUY,-255,5.11
SAMHI,-1.1500000000000057,-0.567200986436501,201.6,20468,NEUTRAL,2025-01-01 10:13:23.766141,BUY,-1,1.01
REPL,-1.5,-0.48,311,291,SELL,2025-01-01 10:13:21.107393,NEUTRAL,,
AXISCADES,-3.1000000000000227,-0.4783212467211885,645,146,NEUTRAL,2025-01-01 10:12:11.888530,BUY,,
VGUARD,-2.0500000000000114,-0.4576403616475078,445.9,48398,SELL,2025-01-01 10:13:43.029762,BUY,679,0.25
RELCHEMQ,-0.9399999999999977,-0.4423529411764695,211.56,29,NEUTRAL,2025-01-01 10:13:20.537450,BUY,-12,1.86
PYRAMID,-0.9000000000000057,-0.4320483894196177,207.41,649,NEUTRAL,2025-01-01 10:13:18.512445,BUY,4,0.9
KOTHARIPRO,-0.8000000000000114,-0.40040040040040603,199,155,NEUTRAL,2025-01-01 10:12:55.439471,BUY,,
VSSL,-0.9000000000000057,-0.39037085230969665,229.65,199,NEUTRAL,2025-01-01 10:13:45.289140,BUY,43,0.34
MMFL,-1.8000000000000114,-0.383386581469651,467.7,153,SELL,2025-01-01 10:13:04.001997,BUY,13,0.75
MUFTI,-0.6899999999999977,-0.38184836745987705,180.01,1394,NEUTRAL,2025-01-01 10:13:07.779244,BUY,-94,2.38
KIRLPNU,-5.5499999999999545,-0.3618699876116551,1528.15,925,SELL,2025-01-01 10:12:54.871086,SELL,-6,1.26
SPCENET,-0.07000000000000028,-0.3538928210313462,19.71,11057,NEUTRAL,2025-01-01 10:13:30.453858,BUY,1802,0.73
ZOTA,-2.800000000000068,-0.3447851249846162,809.3,3,NEUTRAL,2025-01-01 10:13:46.473039,BUY,39,0.47
TRF,-1.5,-0.3354954148959964,445.6,683,NEUTRAL,2025-01-01 10:13:39.102660,BUY,21,0.67
SIGNPOST,-1.1999999999999886,-0.33057851239669106,361.8,416,SELL,2025-01-01 10:13:28.256160,SELL,,
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
BIRLAMONEY,-4.699999999999989,-1.755696675382887,263,21,NEUTRAL,2025-01-01 10:14:09.242303,SELL,,
SINCLAIR,-1.6600000000000108,-1.299311208515976,126.1,279,BUY,2025-01-01 10:15:22.000828,BUY,154,0.4
TARACHAND,-0.8100000000000023,-1.2087748097298945,66.2,54063,NEUTRAL,2025-01-01 10:15:29.183618,BUY,-3527,20.17
SARLAPOLY,-1,-0.8771929824561403,113,6110,SELL,2025-01-01 10:15:16.588599,STRONG_SELL,,
REPL,-2.5,-0.8,310,509,SELL,2025-01-01 10:15:12.598670,NEUTRAL,,
WSI,-0.8399999999999892,-0.6851549755301707,121.76,3076,SELL,2025-01-01 10:15:41.663603,BUY,87,0.51
BLISSGVS,-1.200000000000017,-0.6719677455482232,177.38,113096,NEUTRAL,2025-01-01 10:14:09.350557,BUY,3435,0.27
GICRE,-2.8000000000000114,-0.6194005087932776,449.25,33085,NEUTRAL,2025-01-01 10:14:25.648207,BUY,-255,1.35
MARINE,-1.6000000000000227,-0.6187161639597921,257,5569,NEUTRAL,2025-01-01 10:14:53.971055,SELL,,
ZEELEARN,-0.049999999999998934,-0.6031363088057773,8.24,704,NEUTRAL,2025-01-01 10:15:42.639912,NEUTRAL,-39530,4.24
NH,-7.650000000000091,-0.5914414936797009,1285.8,6467,NEUTRAL,2025-01-01 10:15:01.643110,BUY,10,0.67
GSLSU,-0.8700000000000045,-0.5178571428571456,167.13,349,SELL,2025-01-01 10:14:29.754876,SELL,6,0.92
SAMHI,-1.0300000000000011,-0.5080147965474728,201.72,21928,SELL,2025-01-01 10:15:15.708549,BUY,35,0.81
CONSOFINVT,-1.0600000000000023,-0.4965103751932185,212.43,37,NEUTRAL,2025-01-01 10:14:14.388946,BUY,-84,1.88
PYRAMID,-0.9300000000000068,-0.44645000240027216,207.38,695,NEUTRAL,2025-01-01 10:15:09.518328,BUY,10,0.89
MAZDA,-6.650000000000091,-0.43275957439886054,1530,157,SELL,2025-01-01 10:14:54.876031,NEUTRAL,-37,2.76
SILVERTUC,-3.099999999999909,-0.4244830891414363,727.2,285,SELL,2025-01-01 10:15:21.797810,BUY,-6,1.75
HNGSNGBEES,-1.3400000000000318,-0.3909669136955219,341.4,6975,SELL,2025-01-01 10:14:34.155714,STRONG_SELL,89,0.67
VSSL,-0.9000000000000057,-0.39037085230969665,229.65,199,NEUTRAL,2025-01-01 10:15:40.371577,BUY,46,0.25
GEEKAYWIRE,-0.38999999999998636,-0.38972719096631,99.68,640,SELL,2025-01-01 10:14:24.679402,NEUTRAL,40,0.82
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
SINCLAIR,-1.6600000000000108,-1.299311208515976,126.1,2099,BUY,2025-01-01 10:17:16.658988,BUY,-8,1.08
KUANTUM,-1.6400000000000148,-1.1858279103398515,136.66,4105,SELL,2025-01-01 10:16:43.772259,BUY,-150,3.08
SARLAPOLY,-1,-0.8771929824561403,113,6110,SELL,2025-01-01 10:17:11.513889,STRONG_SELL,,
REPL,-2.5,-0.8,310,509,SELL,2025-01-01 10:17:06.516982,NEUTRAL,,
RPPINFRA,-1.490000000000009,-0.7450372518625976,198.5,152,SELL,2025-01-01 10:17:08.014053,NEUTRAL,,
TARACHAND,-0.4899999999999949,-0.7369529252519099,66,6847,NEUTRAL,2025-01-01 10:17:23.149199,BUY,-2388,5.16
ZEELEARN,-0.049999999999998934,-0.6031363088057773,8.24,165,NEUTRAL,2025-01-01 10:17:33.816978,SELL,-38410,3.91
STERTOOLS,-3.0,-0.5146238957028904,579.95,5307,SELL,2025-01-01 10:17:21.064826,SELL,700,0.42
LUXIND,-10.450000000000045,-0.5111399153806669,2034,287,SELL,2025-01-01 10:16:46.638818,BUY,-48,5.0
PNCINFRA,-1.650000000000034,-0.49758745476478705,329.95,13722,SELL,2025-01-01 10:17:01.274980,SELL,205,0.72
BAJAJHCARE,-3.0499999999999545,-0.491737202740823,617.2,28860,NEUTRAL,2025-01-01 10:16:02.022458,BUY,210,0.34
THOMASCOOK,-0.9399999999999977,-0.4809414172422603,194.51,4526,SELL,2025-01-01 10:17:25.308501,STRONG_SELL,-87,1.51
JINDALPOLY,-4.25,-0.44330864712631685,954.45,1982,NEUTRAL,2025-01-01 10:16:37.529625,BUY,16,0.54
TECHNOE,-6.5499999999999545,-0.40111454729170853,1626.4,5221,SELL,2025-01-01 10:17:24.658924,BUY,-16,1.84
KOTHARIPRO,-0.8000000000000114,-0.40040040040040603,199,280,NEUTRAL,2025-01-01 10:16:42.606410,BUY,,
KHAICHEM,-0.29000000000000625,-0.40000000000000857,72.21,841,NEUTRAL,2025-01-01 10:16:41.503801,BUY,106,0.49
MMFL,-1.8000000000000114,-0.383386581469651,467.7,153,SELL,2025-01-01 10:16:50.367323,BUY,74,0.27
SPCENET,-0.07000000000000028,-0.3551496702181648,19.64,261,NEUTRAL,2025-01-01 10:17:18.711725,NEUTRAL,189,0.96
SPENCERS,-0.29000000000000625,-0.35241220075344054,82,1708,NEUTRAL,2025-01-01 10:17:18.727546,STRONG_BUY,-71,1.36
APTECHT,-0.6399999999999864,-0.35162903137189516,181.37,161,NEUTRAL,2025-01-01 10:15:58.127916,BUY,112,0.51
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
DHANBANK,-0.46999999999999886,-1.493485859548773,31,5678,NEUTRAL,2025-01-01 10:18:08.664059,NEUTRAL,,
SINCLAIR,-1.6600000000000108,-1.299311208515976,126.1,2099,BUY,2025-01-01 10:19:08.511039,BUY,3,0.97
GODIGIT,-3.6000000000000227,-1.0477299185099018,340,373220,NEUTRAL,2025-01-01 10:18:18.917005,BUY,-1136,2.44
OCCLLTD,-1.1200000000000045,-1.0452636490900649,106.03,1493,NEUTRAL,2025-01-01 10:18:50.395871,BUY,-704,2.93
RADIANTCMS,-0.6799999999999926,-0.8997089177030864,74.9,6956,SELL,2025-01-01 10:18:56.472814,STRONG_SELL,-56,1.32
SARLAPOLY,-1,-0.8771929824561403,113,6110,SELL,2025-01-01 10:19:03.257725,STRONG_SELL,,
JINDALPOLY,-8.150000000000091,-0.850109523312829,950.55,2228,NEUTRAL,2025-01-01 10:18:31.554140,BUY,-23,1.51
BAJAJHCARE,-5.100000000000023,-0.8222490931076215,615.15,71956,NEUTRAL,2025-01-01 10:17:55.693275,BUY,30,0.79
REPL,-2.5,-0.8,310,509,SELL,2025-01-01 10:18:59.437539,NEUTRAL,,
STERTOOLS,-4.4500000000000455,-0.763358778625962,578.5,7449,SELL,2025-01-01 10:19:11.867400,STRONG_SELL,47,0.66
RPPINFRA,-1.5,-0.7500375018750938,198.49,770,SELL,2025-01-01 10:19:00.732078,NEUTRAL,,
SAREGAMA,-3.4499999999999886,-0.7225887527489766,474,17913,SELL,2025-01-01 10:19:03.111975,BUY,-2706,40.22
PRAJIND,-6.100000000000023,-0.716088513235901,845.75,133475,SELL,2025-01-01 10:18:54.458128,BUY,-39,1.05
KUANTUM,-0.9800000000000182,-0.7086044830079667,137.32,8632,SELL,2025-01-01 10:18:38.201942,BUY,1239,0.1
ASALCBR,-7.900000000000091,-0.7040998217468887,1114.1,540,SELL,2025-01-01 10:17:52.432855,BUY,-28,1.7
LUXIND,-14.350000000000136,-0.7019002665753693,2030.1,680,NEUTRAL,2025-01-01 10:18:40.731578,BUY,-10,1.83
INDIAGLYCO,-8.0,-0.6184052873652068,1285.65,761,NEUTRAL,2025-01-01 10:18:27.236888,BUY,9,0.76
INDOBORAX,-1.0800000000000125,-0.5851755526658066,183.48,252,NEUTRAL,2025-01-01 10:18:27.827216,BUY,28,0.58
GOCOLORS,-5.5,-0.5744125326370757,952,41,NEUTRAL,2025-01-01 10:18:18.517724,BUY,4,0.89
KHAICHEM,-0.4000000000000057,-0.5517241379310424,72.1,1408,NEUTRAL,2025-01-01 10:18:35.380648,NEUTRAL,28,0.88
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
LUXIND,-22.5,-1.1005404876617184,2021.95,906,NEUTRAL,2025-01-01 10:20:38.551120,BUY,25,0.34
OCCLLTD,-1.0500000000000114,-0.9799346710219423,106.1,3561,NEUTRAL,2025-01-01 10:20:48.981967,BUY,-694,3.97
GOCOLORS,-7.899999999999977,-0.8250652741514337,949.6,365,NEUTRAL,2025-01-01 10:20:16.476062,NEUTRAL,13,0.58
ERIS,-10.150000000000091,-0.7271294505337123,1385.75,586,NEUTRAL,2025-01-01 10:20:11.181901,BUY,10,0.47
EXXARO,-0.05999999999999872,-0.6644518272425108,8.97,7754,NEUTRAL,2025-01-01 10:20:12.050274,BUY,-1956,1.24
BAJAJHCARE,-4.0499999999999545,-0.6529625151148657,616.2,92535,NEUTRAL,2025-01-01 10:19:53.292136,BUY,548,0.17
AIRAN,-0.21999999999999886,-0.6387921022067331,34.22,8182,NEUTRAL,2025-01-01 10:19:47.149463,BUY,-1012,5.03
ICRA,-39.400000000000546,-0.6085834987372749,6434.65,118,SELL,2025-01-01 10:20:23.993538,BUY,4,0.73
ZEELEARN,-0.049999999999998934,-0.6031363088057773,8.24,40422,NEUTRAL,2025-01-01 10:21:24.795902,SELL,-44458,5.24
KHAICHEM,-0.37000000000000455,-0.5103448275862131,72.13,1425,NEUTRAL,2025-01-01 10:20:33.927514,BUY,18,0.92
INTERARCH,-8.799999999999955,-0.4960541149943605,1765.2,1389,SELL,2025-01-01 10:20:27.201027,SELL,12,0.56
ASKAUTOLTD,-2.2000000000000455,-0.46257359125316344,473.4,4657,SELL,2025-01-01 10:19:51.108640,SELL,45,0.98
BALAJEE,-0.3199999999999932,-0.44937508776856233,70.89,471,NEUTRAL,2025-01-01 10:19:53.614256,BUY,-1540,9.15
INGERRAND,-18.75,-0.4476275738585497,4170,230,SELL,2025-01-01 10:20:26.707638,SELL,3,0.62
ORIENTHOT,-0.7699999999999818,-0.437152265243546,175.37,1397,NEUTRAL,2025-01-01 10:20:50.046352,BUY,135,0.63
KOTHARIPRO,-0.8499999999999943,-0.4269211451531865,198.25,107,NEUTRAL,2025-01-01 10:20:35.106295,SELL,,
DALMIASUG,-1.6000000000000227,-0.42660978536195776,373.45,306,NEUTRAL,2025-01-01 10:20:05.195426,BUY,2,0.91
JAICORPLTD,-1.400000000000034,-0.423536530025725,329.15,2336,NEUTRAL,2025-01-01 10:20:29.421439,BUY,-1054,3.31
ASIANTILES,-0.28999999999999204,-0.4081632653061113,70.76,13683,NEUTRAL,2025-01-01 10:19:50.869409,BUY,-842,1.69
BLAL,-0.9300000000000068,-0.3974358974359003,233.07,581,NEUTRAL,2025-01-01 10:19:57.565765,BUY,48,0.52
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
IMFA,-12.75,-1.4078286313697346,892.9,5383,NEUTRAL,2025-01-01 10:22:17.162064,BUY,-882,19.77
INDORAMA,-0.36999999999999744,-0.8945841392649841,40.99,1875,SELL,2025-01-01 10:22:18.201519,BUY,128,0.51
TARACHAND,-0.5799999999999983,-0.8744157997889315,65.75,8263,BUY,2025-01-01 10:23:10.365838,BUY,-92,1.24
AXISCADES,-5.649999999999977,-0.8665644171779107,646.35,1502,SELL,2025-01-01 10:21:45.194273,BUY,,
TITAGARH,-7,-0.6283662477558348,1107,18137,SELL,2025-01-01 10:23:13.619642,STRONG_SELL,1533,0.06
TECHNOE,-8.799999999999955,-0.5353775019772437,1634.9,12592,NEUTRAL,2025-01-01 10:23:12.075239,BUY,188,0.1
INDOWIND,-0.120000000000001,-0.48134777376655036,24.81,14469,NEUTRAL,2025-01-01 10:22:18.308327,BUY,-2032,3.02
ARKADE,-0.8400000000000034,-0.47683923705722264,175.32,67043,BUY,2025-01-01 10:21:42.430906,BUY,1039,0.36
SALZERELEC,-6.75,-0.4690105614230128,1432.45,2525,NEUTRAL,2025-01-01 10:22:56.248350,BUY,68,0.71
JMFINANCIL,-0.5999999999999943,-0.4622140050843496,129.21,79395,NEUTRAL,2025-01-01 10:22:22.797803,SELL,-446,1.66
DRCSYSTEMS,-0.14000000000000057,-0.4608294930875595,30.24,502,BUY,2025-01-01 10:22:00.554423,STRONG_BUY,-702,2.7
KKCL,-2.6499999999999773,-0.4434033297080193,595,141,NEUTRAL,2025-01-01 10:22:25.884318,BUY,-58,3.76
TRACXN,-0.3200000000000074,-0.4127434541467914,77.21,5634,NEUTRAL,2025-01-01 10:23:14.350199,NEUTRAL,-409,2.11
SSDL,-0.5199999999999818,-0.398620160981205,129.93,421,NEUTRAL,2025-01-01 10:23:06.502414,BUY,-67,1.52
NAVKARCORP,-0.6500000000000057,-0.3923936009658954,165,8793,NEUTRAL,2025-01-01 10:22:38.157821,SELL,185,0.47
AHLUCONT,-4.0499999999999545,-0.3893856359965345,1036.05,386,NEUTRAL,2025-01-01 10:21:38.669551,BUY,20,0.55
BAIDFIN,-0.05999999999999872,-0.37807183364838515,15.81,8120,NEUTRAL,2025-01-01 10:21:45.445505,BUY,-14368,5.98
REMSONSIND,-0.549999999999983,-0.3780588397030403,144.93,648,NEUTRAL,2025-01-01 10:22:51.630086,SELL,-124,4.26
MAWANASUG,-0.37999999999999545,-0.37773359840953824,100.22,225,SELL,2025-01-01 10:22:33.170336,BUY,22,0.85
CASTROLIND,-0.7400000000000091,-0.3632080102090945,203,39020,NEUTRAL,2025-01-01 10:21:52.637027,BUY,4057,0.07
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
IMFA,-12.149999999999977,-1.3415778722464502,893.5,8115,NEUTRAL,2025-01-01 10:24:15.805966,BUY,-1,1.02
WSI,-1.220000000000013,-1.0109380178985856,119.46,1156,NEUTRAL,2025-01-01 10:25:14.516998,BUY,104,0.29
DRCSYSTEMS,-0.2699999999999996,-0.8887425938117168,30.11,686,BUY,2025-01-01 10:23:56.266755,STRONG_BUY,-981,6.19
ELGIRUBCO,-1.1499999999999773,-0.8682521706304095,131.3,163,NEUTRAL,2025-01-01 10:23:58.129025,STRONG_SELL,,
BLISSGVS,-1.4099999999999966,-0.7880617035546594,177.51,88923,NEUTRAL,2025-01-01 10:23:46.615596,BUY,-103,1.37
BAIDFIN,-0.11999999999999922,-0.7561436672967815,15.75,34565,NEUTRAL,2025-01-01 10:23:43.032751,BUY,-22370,9.55
AXISCADES,-4.899999999999977,-0.7515337423312849,647.1,1507,SELL,2025-01-01 10:23:42.703192,BUY,,
BIRLAMONEY,-2.0,-0.7476635514018692,265.5,85,SELL,2025-01-01 10:23:46.468679,STRONG_SELL,,
BBTC,-16.65000000000009,-0.7474244158642557,2211,5990,BUY,2025-01-01 10:23:44.983869,BUY,-3,1.21
ARKADE,-1.1599999999999966,-0.6584922797456838,175,102180,NEUTRAL,2025-01-01 10:23:39.343418,BUY,265,0.55
REPL,-1.9499999999999886,-0.6191458961739923,313,114,NEUTRAL,2025-01-01 10:24:49.502233,BUY,,
KKCL,-3.5499999999999545,-0.5939931397975328,594.1,142,NEUTRAL,2025-01-01 10:24:25.534175,BUY,-49,2.63
STEELCAS,-5,-0.573394495412844,867,112,NEUTRAL,2025-01-01 10:25:00.522243,BUY,3,0.8
BAJAJHCARE,-3.5,-0.5672609400324149,613.5,36018,NEUTRAL,2025-01-01 10:23:43.383532,BUY,-26,1.09
PATINTLOG,-0.120000000000001,-0.5412719891745646,22.05,5695,NEUTRAL,2025-01-01 10:24:42.755354,BUY,726,0.75
CLSEL,-2.25,-0.5202312138728323,430.25,2376,NEUTRAL,2025-01-01 10:23:51.188490,NEUTRAL,-82,2.3
TEXINFRA,-0.6599999999999966,-0.5129799471475179,128,5743,SELL,2025-01-01 10:25:05.347457,NEUTRAL,-204,2.01
INDORAMA,-0.21000000000000085,-0.5077369439071587,41.15,2044,NEUTRAL,2025-01-01 10:24:17.444030,BUY,99,0.58
CASTROLIND,-1.0200000000000102,-0.5006380681260479,202.72,72975,SELL,2025-01-01 10:23:48.978175,BUY,-186,1.65
TITAGARH,-5.4500000000000455,-0.4892280071813327,1108.55,44241,SELL,2025-01-01 10:25:06.663399,STRONG_SELL,43,0.67
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
NECCLTD,-0.6000000000000014,-1.608147949611368,36.71,37958,NEUTRAL,2025-01-01 10:26:31.719822,BUY,-193,1.65
SPAL,-9.950000000000045,-1.0517970401691379,936.05,673,NEUTRAL,2025-01-01 10:26:52.661270,BUY,-16,1.94
DRCSYSTEMS,-0.2699999999999996,-0.8887425938117168,30.11,686,BUY,2025-01-01 10:25:48.671617,STRONG_BUY,-897,4.99
ROTO,-2.6499999999999773,-0.8503128509545892,309,9639,SELL,2025-01-01 10:26:44.464890,BUY,-177,1.96
BIRLAMONEY,-2.0,-0.7476635514018692,265.5,185,SELL,2025-01-01 10:25:39.837230,STRONG_SELL,,
IMFA,-6.350000000000023,-0.7103305554001926,887.6,596,NEUTRAL,2025-01-01 10:26:06.196939,BUY,-314,19.47
DOLLAR,-2.8500000000000227,-0.5806254456555001,488,1926,SELL,2025-01-01 10:25:48.578140,SELL,121,0.25
TECHNOE,-9.400000000000091,-0.5739932219949373,1628.25,2739,NEUTRAL,2025-01-01 10:26:58.970157,BUY,-201,15.36
SALZERELEC,-8.200000000000045,-0.5721462461624369,1425,464,NEUTRAL,2025-01-01 10:26:46.126716,BUY,-1,1.04
SURYODAY,-0.7299999999999898,-0.5244252873563146,138.47,918,NEUTRAL,2025-01-01 10:26:55.854520,BUY,-36,2.8
TEXINFRA,-0.6599999999999966,-0.5129799471475179,128,5743,SELL,2025-01-01 10:26:59.204930,NEUTRAL,-133,1.46
INDORAMA,-0.21000000000000085,-0.5077369439071587,41.15,2044,NEUTRAL,2025-01-01 10:26:07.468753,BUY,521,0.19
KSOLVES,-4.75,-0.4892367906066536,966.15,283,NEUTRAL,2025-01-01 10:26:17.584861,SELL,-2,1.1
FOODSIN,-0.5,-0.42947947088129185,115.92,422,NEUTRAL,2025-01-01 10:25:53.974897,BUY,33,0.82
RPGLIFE,-9.449999999999818,-0.4167677346799188,2258,47,NEUTRAL,2025-01-01 10:26:44.769304,BUY,-10,2.25
DIGIDRIVE,-0.1699999999999946,-0.3785348474727112,44.74,6052,SELL,2025-01-01 10:25:47.929853,SELL,110,0.4
MAWANASUG,-0.37999999999999545,-0.37773359840953824,100.22,225,SELL,2025-01-01 10:26:25.262833,BUY,-10,1.1
REPRO,-2.1000000000000227,-0.3776299226757818,554,133,SELL,2025-01-01 10:26:43.657843,BUY,3,0.77
GANECOS,-7.150000000000091,-0.35331323812818555,2016.55,193,SELL,2025-01-01 10:25:54.799578,NEUTRAL,0,1.0
ZOTA,-2.75,-0.3388159921148278,808.9,220,SELL,2025-01-01 10:27:08.232039,NEUTRAL,231,0.41
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
NECCLTD,-0.6000000000000014,-1.608147949611368,36.71,54273,NEUTRAL,2025-01-01 10:28:29.681103,BUY,-1262,2.15
SALZERELEC,-21.25,-1.4826960647502092,1411.95,3001,NEUTRAL,2025-01-01 10:28:44.552592,BUY,-153,5.5
SARLAPOLY,-1.5,-1.3066202090592334,113.3,980,NEUTRAL,2025-01-01 10:28:45.348824,STRONG_SELL,,
AFIL,-1.0,-1.257861635220126,78.5,9893,NEUTRAL,2025-01-01 10:27:21.724376,SELL,658,0.12
SPAL,-11.100000000000023,-1.173361522198734,934.9,754,NEUTRAL,2025-01-01 10:28:53.673038,BUY,0,1.0
UNIDT,-2.1999999999999886,-0.8148148148148106,267.8,313,NEUTRAL,2025-01-01 10:29:03.635622,BUY,-28,2.4
SJVN,-0.8400000000000034,-0.7571660356949733,110.1,854888,NEUTRAL,2025-01-01 10:28:52.608206,BUY,2424,0.67
ROTO,-2.1999999999999886,-0.7059201026792841,309.45,11996,SELL,2025-01-01 10:28:42.836573,BUY,494,0.21
RELCHEMQ,-1.4799999999999898,-0.692916335034407,212.11,7,NEUTRAL,2025-01-01 10:28:40.830632,BUY,1999,0.01
GLS,-7,-0.6829268292682927,1018,897,SELL,2025-01-01 10:27:55.133561,BUY,-53,3.12
NAVNETEDUL,-0.9799999999999898,-0.6715088392489995,144.96,177,SELL,2025-01-01 10:28:29.028096,SELL,250,0.2
IMFA,-5.9500000000000455,-0.6655853235639627,888,1769,NEUTRAL,2025-01-01 10:28:05.540005,BUY,-72,3.48
CREST,-2.5,-0.590388475616956,420.95,419,NEUTRAL,2025-01-01 10:27:42.898243,SELL,104,0.2
EXXARO,-0.049999999999998934,-0.5549389567147496,8.96,21819,NEUTRAL,2025-01-01 10:27:50.671690,BUY,2314,0.75
CUBEXTUB,-0.46999999999999886,-0.54964331657116,85.04,62,SELL,2025-01-01 10:27:43.316191,SELL,19,0.42
SURYODAY,-0.6999999999999886,-0.5028735632183826,138.5,1439,NEUTRAL,2025-01-01 10:28:57.121260,BUY,195,0.11
MARINE,-1.3000000000000114,-0.5000000000000043,258.7,1222,NEUTRAL,2025-01-01 10:28:22.500789,SELL,,
NIPPOBATRY,-2.7000000000000455,-0.49297060434545287,545,77,SELL,2025-01-01 10:28:31.675295,STRONG_SELL,-28,1.65
SHARDACROP,-3.9500000000000455,-0.48112058465286794,817.05,930,NEUTRAL,2025-01-01 10:28:49.781168,BUY,-5,1.12
RAINBOW,-6.9500000000000455,-0.44970720502119416,1538.5,995,NEUTRAL,2025-01-01 10:28:39.441573,BUY,-11,1.42
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
SPAL,-11.100000000000023,-1.173361522198734,934.9,774,NEUTRAL,2025-01-01 10:30:54.075028,BUY,-23,1.82
BAJAJHCARE,-6.100000000000023,-0.9905009336689166,609.75,33286,NEUTRAL,2025-01-01 10:29:31.953358,BUY,-403,5.15
AFIL,-0.75,-0.9433962264150944,78.75,13672,NEUTRAL,2025-01-01 10:29:23.572498,SELL,469,0.29
BIRLAMONEY,-2.5,-0.9416195856873822,263,181,SELL,2025-01-01 10:29:35.595972,STRONG_SELL,,
IMFA,-8.050000000000068,-0.9004977907041858,885.9,2248,NEUTRAL,2025-01-01 10:30:07.741707,BUY,220,0.1
TBZ,-1.9399999999999977,-0.7934560327198356,242.56,6554,NEUTRAL,2025-01-01 10:30:59.733730,BUY,-533,2.65
AHL,-1.9499999999999886,-0.7501442585112478,258,602,NEUTRAL,2025-01-01 10:29:23.885728,STRONG_SELL,531,0.15
GLS,-7.5,-0.7317073170731708,1017.5,1061,SELL,2025-01-01 10:29:57.086580,BUY,5,0.8
SJVN,-0.7999999999999972,-0.7252289003716772,109.51,572719,SELL,2025-01-01 10:30:52.062184,BUY,6289,0.37
RELCHEMQ,-1.4799999999999898,-0.692916335034407,212.11,19,NEUTRAL,2025-01-01 10:30:41.503110,BUY,1999,0.01
NITINSPIN,-3.0,-0.6643046944198405,448.6,2434,SELL,2025-01-01 10:30:31.446507,BUY,-15,1.28
INTELLECT,-6.050000000000068,-0.6283429402295341,956.8,56599,NEUTRAL,2025-01-01 10:30:10.653688,SELL,313,0.47
DCXINDIA,-2.25,-0.6267409470752089,356.75,13725,SELL,2025-01-01 10:29:46.235343,BUY,-891,2.63
CREST,-2.5,-0.590388475616956,420.95,1224,NEUTRAL,2025-01-01 10:29:42.059951,SELL,3,0.93
UNIDT,-1.5500000000000114,-0.5740740740740783,268.45,390,NEUTRAL,2025-01-01 10:31:04.580787,BUY,63,0.33
CUBEXTUB,-0.46999999999999886,-0.54964331657116,85.04,64,SELL,2025-01-01 10:29:43.149378,SELL,-56,2.1
MUFTI,-0.9599999999999795,-0.5304453530776768,180.02,673,NEUTRAL,2025-01-01 10:30:27.589234,BUY,-48,1.29
MOKSH,-0.10000000000000142,-0.5102040816326603,19.5,216,NEUTRAL,2025-01-01 10:30:26.261678,SELL,819,0.48
NIPPOBATRY,-2.7000000000000455,-0.49297060434545287,545,300,SELL,2025-01-01 10:30:30.944114,STRONG_SELL,3,0.93
INTLCONV,-0.3999999999999915,-0.4714201532115398,84.45,836,SELL,2025-01-01 10:30:10.816709,NEUTRAL,-171,2.73
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
RPPINFRA,-3.0900000000000034,-1.5450000000000017,196.91,521,SELL,2025-01-01 10:32:36.970929,SELL,,
MARINE,-2.8999999999999773,-1.1158137745286563,257,482,NEUTRAL,2025-01-01 10:32:19.860610,SELL,,
SIGNPOST,-3.9499999999999886,-1.0733695652173882,364.05,14,BUY,2025-01-01 10:32:43.835542,NEUTRAL,,
PNCINFRA,-2.6499999999999773,-0.7965133754132785,330.05,11909,NEUTRAL,2025-01-01 10:32:30.884655,SELL,88,0.84
ELGIRUBCO,-0.9000000000000057,-0.6772009029345415,132,730,NEUTRAL,2025-01-01 10:31:47.168706,SELL,,
BPL,-0.6799999999999926,-0.6385576110432836,105.81,4112,NEUTRAL,2025-01-01 10:31:36.195623,BUY,6,0.97
TATVA,-5.5,-0.6222071384128061,878.45,49,SELL,2025-01-01 10:32:51.785654,SELL,8,0.58
HARIOMPIPE,-3,-0.5905511811023622,505,191,SELL,2025-01-01 10:31:58.931565,NEUTRAL,80,0.3
TIMETECHNO,-2.900000000000034,-0.5790156733553028,497.95,11368,NEUTRAL,2025-01-01 10:32:53.191602,BUY,307,0.36
