symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
INTELLECT,-21,-2.1148036253776437,972,203410,NEUTRAL,2025-01-01 09:35:02.663250,BUY,-162,1.62
KFINTECH,-25.450000000000045,-1.606691919191922,1558.55,51420,NEUTRAL,2025-01-01 09:35:10.136316,BUY,206,0.4
JAYSREETEA,-1.910000000000025,-1.432858214553657,131.39,12453,NEUTRAL,2025-01-01 09:35:04.996473,BUY,34,0.84
EIHAHOTELS,-5.5,-1.2945745557255501,419.35,4130,SELL,2025-01-01 09:34:45.227814,BUY,-21,1.3
BBTC,-27.84999999999991,-1.2661105175823384,2171.8,11671,NEUTRAL,2025-01-01 09:34:33.034076,BUY,95,0.19
CYIENT,-21.950000000000045,-1.1916395222584173,1820.05,6678,SELL,2025-01-01 09:34:41.024060,STRONG_SELL,-14,1.25
INNOVACAP,-12.950000000000045,-1.1603422785717525,1103.1,874,SELL,2025-01-01 09:35:02.261338,STRONG_SELL,7,0.75
GIPCL,-2.6799999999999784,-1.1503133316164385,230.3,10956,NEUTRAL,2025-01-01 09:34:51.136415,BUY,123,0.04
IONEXCHANG,-6.949999999999932,-1.0496111153061891,655.2,2564,SELL,2025-01-01 09:35:03.226275,SELL,249,0.23
DSSL,-14.050000000000182,-0.9801869680480104,1419.35,1967,NEUTRAL,2025-01-01 09:34:44.296836,BUY,6,0.74
GUFICBIO,-4.350000000000023,-0.9602649006622567,448.65,1097,SELL,2025-01-01 09:34:54.513455,STRONG_SELL,-141,2.38
JITFINFRA,-6.5,-0.9307653755280303,691.85,926,SELL,2025-01-01 09:35:06.040984,STRONG_SELL,5,0.84
CLSEL,-4.0,-0.9190120620333142,431.25,16849,NEUTRAL,2025-01-01 09:34:38.794041,BUY,-8,1.06
JYOTICNC,-12.5,-0.9161871953677576,1351.85,3490,NEUTRAL,2025-01-01 09:35:08.424849,SELL,26,0.72
JWL,-4.449999999999989,-0.8777120315581831,502.55,31404,NEUTRAL,2025-01-01 09:35:08.355292,BUY,16,0.95
MAZDA,-13.399999999999864,-0.8633742469636845,1538.65,238,NEUTRAL,2025-01-01 09:35:18.502779,BUY,-11,1.85
CMSINFO,-4.300000000000011,-0.8617234468937899,494.7,3366,NEUTRAL,2025-01-01 09:34:38.955920,BUY,-125,3.16
NINSYS,-4.75,-0.8537790958928732,551.6,77,NEUTRAL,2025-01-01 09:35:25.689419,BUY,-26,2.37
GRAPHITE,-4.7999999999999545,-0.8453680873546945,563,10146,SELL,2025-01-01 09:34:53.481977,NEUTRAL,245,0.53
ZEELEARN,-0.06999999999999851,-0.8443908323280883,8.22,63650,BUY,2025-01-01 09:36:01.892102,NEUTRAL,1493,0.8
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
GODIGIT,-4.199999999999989,-1.2363850456284924,335.5,258030,SELL,2025-01-01 09:36:43.913000,BUY,-4157,8.25
NINSYS,-4.75,-0.8537790958928732,551.6,77,NEUTRAL,2025-01-01 09:37:17.993317,BUY,2,0.94
ACE,-12.75,-0.7995735607675907,1581.85,66063,SELL,2025-01-01 09:36:14.667492,BUY,198,0.46
STERTOOLS,-4.7999999999999545,-0.7772649987855161,612.75,19034,SELL,2025-01-01 09:37:39.930094,BUY,-735,2.55
MONTECARLO,-6.2000000000000455,-0.7647240209682449,804.55,1563,NEUTRAL,2025-01-01 09:37:13.122981,SELL,13,0.65
HARDWYN,-0.14000000000000057,-0.7629427792915562,18.21,17242,NEUTRAL,2025-01-01 09:36:46.729468,STRONG_SELL,-5237,1.88
SDL26BEES,-0.9299999999999926,-0.7324564857840377,126.04,29,NEUTRAL,2025-01-01 09:37:33.743738,SELL,-7000,3.59
PSPPROJECT,-4.75,-0.7078986587183309,666.25,7355,SELL,2025-01-01 09:37:25.256145,BUY,40,0.49
SOLARA,-4.9500000000000455,-0.7071428571428636,695.05,1510,NEUTRAL,2025-01-01 09:37:37.799013,BUY,-43,1.49
AKZOINDIA,-22.84999999999991,-0.6434988312822075,3528.05,148,NEUTRAL,2025-01-01 09:36:17.008824,BUY,-1,1.12
SPORTKING,-0.6500000000000057,-0.6094702297233996,106,703,NEUTRAL,2025-01-01 09:37:38.852982,BUY,26,0.78
SPLIL,-0.3500000000000014,-0.5723630417007383,60.8,304,NEUTRAL,2025-01-01 09:37:38.714189,BUY,122,0.39
TEJASNET,-6.75,-0.5717916137229987,1173.75,9190,SELL,2025-01-01 09:37:44.835426,STRONG_SELL,-20,1.32
NDTV,-0.9200000000000159,-0.560907206438249,163.1,1006,SELL,2025-01-01 09:37:16.057852,BUY,21,0.82
HIRECT,-7.5,-0.5274447062132986,1414.45,164,SELL,2025-01-01 09:36:50.367803,BUY,-13,1.87
ASTEC,-5.100000000000023,-0.5077152812344473,999.4,94,SELL,2025-01-01 09:36:19.707196,BUY,16,0.47
HSCL,-2.949999999999932,-0.5050072755285341,581.2,46121,SELL,2025-01-01 09:36:50.356960,SELL,1161,0.17
SWARAJENG,-14.949999999999818,-0.5025294542765364,2960,36,NEUTRAL,2025-01-01 09:37:42.325157,BUY,-1,1.2
UCAL,-1,-0.4975124378109453,200,350,NEUTRAL,2025-01-01 09:37:47.897654,BUY,,
GALAPREC,-6.75,-0.4961775948250514,1353.65,771,NEUTRAL,2025-01-01 09:36:40.472995,BUY,-2,1.03
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
BIRLAMONEY,-7.5,-2.782931354359926,262,85,SELL,2025-01-01 09:38:19.629174,STRONG_SELL,,
GODIGIT,-4.550000000000011,-1.339417132764207,335.15,413447,SELL,2025-01-01 09:38:40.275772,BUY,3759,0.15
AHL,-3.4500000000000455,-1.288034347582619,264.4,6270,SELL,2025-01-01 09:38:07.174869,BUY,-13,1.06
NDRAUTO,-8.149999999999977,-1.0996424475477269,733,700,NEUTRAL,2025-01-01 09:39:12.328126,BUY,22,0.41
DIGIDRIVE,-0.5,-1.0843634786380394,45.61,1841,SELL,2025-01-01 09:38:30.274855,BUY,-20,1.35
INTELLECT,-10.5,-1.0738941447200203,967.25,61510,NEUTRAL,2025-01-01 09:38:51.758339,BUY,127,0.68
STERTOOLS,-5.2999999999999545,-0.8582301028256748,612.25,27524,SELL,2025-01-01 09:39:36.861799,BUY,309,0.35
NINSYS,-4.75,-0.8537790958928732,551.6,77,NEUTRAL,2025-01-01 09:39:14.029166,BUY,18,0.42
REPL,-2.5,-0.7898894154818324,314,2583,NEUTRAL,2025-01-01 09:39:24.013845,BUY,,
PSPPROJECT,-5.0499999999999545,-0.7526080476900081,665.95,9137,NEUTRAL,2025-01-01 09:39:20.781100,BUY,52,0.41
SDL26BEES,-0.9299999999999926,-0.7324564857840377,126.04,29,NEUTRAL,2025-01-01 09:39:29.643225,SELL,-8673,9.44
SOLARA,-5,-0.7142857142857143,695,5324,NEUTRAL,2025-01-01 09:39:34.214481,BUY,-15,1.31
DHARMAJ,-1.8500000000000227,-0.6851851851851937,268.15,12805,NEUTRAL,2025-01-01 09:38:30.066498,BUY,-3,1.04
LIBERTSHOE,-3.25,-0.6725297465080186,480,67,NEUTRAL,2025-01-01 09:39:01.661775,SELL,-238,11.82
ARIHANTCAP,-0.7000000000000028,-0.6560449859418959,106,401703,BUY,2025-01-01 09:38:11.364597,STRONG_BUY,-906,1.44
MUTHOOTCAP,-2.1999999999999886,-0.6547619047619014,333.8,585,NEUTRAL,2025-01-01 09:39:10.868829,BUY,4,0.92
TVTODAY,-1.2700000000000102,-0.6065816497110428,208.1,1119,SELL,2025-01-01 09:39:44.569495,BUY,-6,1.12
COASTCORP,-1.599999999999966,-0.6050293061070017,262.85,1248,NEUTRAL,2025-01-01 09:38:25.701743,NEUTRAL,-29,1.45
EIMCOELECO,-12.150000000000091,-0.5827338129496447,2072.85,284,SELL,2025-01-01 09:38:32.687212,BUY,0,1.0
TEJASNET,-6.599999999999909,-0.5590851334180356,1173.9,12117,SELL,2025-01-01 09:39:41.073481,STRONG_SELL,29,0.69
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
AFIL,-2.0799999999999983,-2.6319119321776516,76.95,61806,SELL,2025-01-01 09:40:09.572593,STRONG_SELL,-54,1.51
AHL,-3.3500000000000227,-1.2507000186671728,264.5,7493,SELL,2025-01-01 09:40:09.887171,BUY,-23,1.1
ELGIRUBCO,-1,-0.7462686567164178,133,110,SELL,2025-01-01 09:40:32.339605,STRONG_SELL,,
SDL26BEES,-0.9299999999999926,-0.7324564857840377,126.04,29,NEUTRAL,2025-01-01 09:41:28.051859,SELL,-7001,3.59
ACE,-10.599999999999909,-0.6647435093440304,1584,150138,SELL,2025-01-01 09:40:08.222839,BUY,5,0.91
RAINBOW,-8.950000000000045,-0.5781653746770055,1539.05,3222,SELL,2025-01-01 09:41:20.238840,BUY,-25,3.27
SUNFLAG,-1.4499999999999886,-0.5721049516669909,252,2032,SELL,2025-01-01 09:41:35.480942,SELL,,
COASTCORP,-1.4499999999999886,-0.5483078086594777,263,1808,NEUTRAL,2025-01-01 09:40:25.707320,NEUTRAL,23,0.7
SIGNPOST,-2,-0.544959128065395,365,30,NEUTRAL,2025-01-01 09:41:31.140230,NEUTRAL,,
RITES,-1.6000000000000227,-0.544125148784228,292.45,67424,SELL,2025-01-01 09:41:23.055125,SELL,1010,0.64
KUANTUM,-0.7099999999999795,-0.5270972531551444,133.99,1202,SELL,2025-01-01 09:41:00.663313,BUY,-134,2.0
AAVAS,-7.849999999999909,-0.469497607655497,1664.15,2988,SELL,2025-01-01 09:40:06.906470,STRONG_SELL,73,0.3
TEXINFRA,-0.5900000000000034,-0.4570100697134032,128.51,1893,NEUTRAL,2025-01-01 09:41:39.678271,BUY,61,0.8
PATINTLOG,-0.09999999999999787,-0.4514672686230152,22.05,2040,SELL,2025-01-01 09:41:14.907099,BUY,4563,0.29
SAILIFE,-3.3500000000000227,-0.44312169312169614,752.65,6499,NEUTRAL,2025-01-01 09:41:25.033450,SELL,-10,1.02
STERTOOLS,-2.6499999999999773,-0.4339638090559203,608,3737,NEUTRAL,2025-01-01 09:41:34.403094,BUY,-29,1.19
WALCHANNAG,-1.25,-0.4245923913043479,293.15,1068,NEUTRAL,2025-01-01 09:41:48.271955,BUY,-1254,3.56
JAGRAN,-0.3400000000000034,-0.40650406504065445,83.3,4220,NEUTRAL,2025-01-01 09:40:54.003653,BUY,-2006,8.46
TATVA,-3.5499999999999545,-0.3948832035595055,895.45,227,NEUTRAL,2025-01-01 09:41:38.592595,BUY,52,0.28
PREMIERENE,-5.400000000000091,-0.39124764526880823,1374.8,14694,NEUTRAL,2025-01-01 09:41:17.963643,BUY,1065,0.17
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
ACE,-25.65000000000009,-1.6245487364620996,1553.25,104307,NEUTRAL,2025-01-01 09:42:00.871716,BUY,5,0.81
EMMBI,-2.5100000000000193,-1.4700714536722614,168.23,32111,SELL,2025-01-01 09:42:25.570799,BUY,-80,1.41
RAINBOW,-21.5,-1.3888888888888888,1526.5,5165,NEUTRAL,2025-01-01 09:43:13.530949,BUY,-30,3.5
RPSGVENT,-11,-1.0446343779677114,1042,570,NEUTRAL,2025-01-01 09:43:16.730986,BUY,0,1.0
RPPINFRA,-2,-1.0050251256281406,197,989,NEUTRAL,2025-01-01 09:43:16.746706,BUY,,
UCAL,-2,-0.9900990099009901,200,510,NEUTRAL,2025-01-01 09:43:36.375013,BUY,,
ECLERX,-33.04999999999973,-0.944299204274339,3466.9,8206,SELL,2025-01-01 09:42:24.310411,STRONG_SELL,-63,8.88
TRANSWORLD,-3.9499999999999886,-0.9355755566082399,418.25,1024,NEUTRAL,2025-01-01 09:43:35.293723,BUY,542,0.13
GODIGIT,-3.0500000000000114,-0.909497539883707,332.3,223430,NEUTRAL,2025-01-01 09:42:32.379005,BUY,-680,1.95
VSTTILLERS,-45.30000000000018,-0.8365650969529119,5369.7,802,SELL,2025-01-01 09:43:41.011351,BUY,-31,7.2
SARLAPOLY,-0.8900000000000006,-0.7746540168857172,114,1188,NEUTRAL,2025-01-01 09:43:19.325705,BUY,,
MARINE,-1.9499999999999886,-0.7587548638132251,255.05,439,BUY,2025-01-01 09:42:57.043394,SELL,,
STERTOOLS,-4.5499999999999545,-0.7451076721526169,606.1,7377,NEUTRAL,2025-01-01 09:43:28.433328,BUY,-32,1.42
RATNAVEER,-1.4000000000000057,-0.7352941176470618,189,5189,NEUTRAL,2025-01-01 09:43:14.220356,BUY,123,0.57
ZOTA,-6,-0.7334963325183375,812,839,NEUTRAL,2025-01-01 09:43:43.238639,BUY,0,1.0
SDL26BEES,-0.9299999999999926,-0.7324564857840377,126.04,29,NEUTRAL,2025-01-01 09:43:21.152265,SELL,-6825,3.37
PPL,-3.6499999999999773,-0.721843172154648,502,1694,SELL,2025-01-01 09:43:11.431772,SELL,156,0.32
CLEAN,-10.549999999999955,-0.7063707274614144,1483,10346,NEUTRAL,2025-01-01 09:42:18.231778,BUY,32,0.41
SADHNANIQ,-0.28999999999999915,-0.6971153846153826,41.31,5172,NEUTRAL,2025-01-01 09:43:17.537620,BUY,383,0.62
CLSEL,-3,-0.6864988558352403,434,1095,NEUTRAL,2025-01-01 09:42:18.272546,BUY,-50,1.62
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
BIRLAMONEY,-8.25,-3.061224489795918,261.25,1537,SELL,2025-01-01 09:44:05.433637,STRONG_SELL,,
EMMBI,-3.980000000000018,-2.3310296357034193,166.76,40362,NEUTRAL,2025-01-01 09:44:18.649310,BUY,181,0.56
RELCHEMQ,-4.8799999999999955,-2.280373831775699,209.12,921,NEUTRAL,2025-01-01 09:45:05.759834,SELL,73,0.28
COASTCORP,-4.100000000000023,-1.5586390420072316,258.95,1757,SELL,2025-01-01 09:44:10.613754,SELL,-116,2.09
ECLERX,-52.54999999999973,-1.501450020714574,3447.4,12241,SELL,2025-01-01 09:44:17.364355,STRONG_SELL,17,0.39
RAINBOW,-22,-1.421188630490956,1526,6783,SELL,2025-01-01 09:45:04.254953,BUY,0,1.0
BLISSGVS,-2.3999999999999773,-1.3558556013784404,174.61,133165,SELL,2025-01-01 09:44:05.549335,BUY,1159,0.29
ACE,-20.90000000000009,-1.323706377858008,1558,148164,NEUTRAL,2025-01-01 09:43:53.784159,BUY,67,0.48
CLSEL,-5.100000000000023,-1.1670480549199136,431.9,6366,NEUTRAL,2025-01-01 09:44:10.210692,BUY,-4,1.04
SIGNPOST,-4,-1.08991825613079,363,339,SELL,2025-01-01 09:45:14.568988,SELL,,
MVGJL,-2.8500000000000227,-1.0129731650968623,278.5,21055,NEUTRAL,2025-01-01 09:44:53.429251,SELL,-2441,8.1
RPPINFRA,-2,-1.0050251256281406,197,1138,NEUTRAL,2025-01-01 09:45:07.555803,BUY,,
UCAL,-2,-0.9900990099009901,200,600,NEUTRAL,2025-01-01 09:45:26.499341,BUY,,
TRANSWORLD,-3.9499999999999886,-0.9355755566082399,418.25,1219,NEUTRAL,2025-01-01 09:45:25.390474,BUY,106,0.45
RPSGVENT,-9.549999999999955,-0.9069325735992358,1043.45,2181,NEUTRAL,2025-01-01 09:45:07.723385,BUY,7,0.63
SHOPERSTOP,-5.5,-0.8972999428990944,607.45,744,NEUTRAL,2025-01-01 09:45:13.645565,BUY,-28,1.51
PPL,-4.399999999999977,-0.8701671116384807,501.25,2731,SELL,2025-01-01 09:45:01.985324,SELL,-89,1.71
PREMEXPLN,-4.600000000000023,-0.8503558554395086,536.35,1934,NEUTRAL,2025-01-01 09:45:02.318387,BUY,234,0.39
OCCL,-1.9499999999999886,-0.8335114340671036,232,454,SELL,2025-01-01 09:44:57.617575,BUY,-1287,21.11
CLEAN,-12.299999999999955,-0.8235412272772894,1481.25,15872,NEUTRAL,2025-01-01 09:44:09.949786,BUY,91,0.73
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
RPPINFRA,-2.6499999999999773,-1.331992963056033,196.3,220,NEUTRAL,2025-01-01 09:46:58.564823,BUY,,
NEWGEN,-21.25,-1.2286788089043077,1708.25,10114,NEUTRAL,2025-01-01 09:46:46.705733,BUY,-40,1.32
STERTOOLS,-5.550000000000068,-0.9181900901646236,598.9,6635,NEUTRAL,2025-01-01 09:47:12.254955,BUY,251,0.35
BAJAJHCARE,-4.7999999999999545,-0.7910349373763934,602,8425,SELL,2025-01-01 09:45:52.262303,BUY,155,0.55
SHREEPUSHK,-2.4499999999999886,-0.745927842898459,326,1136,SELL,2025-01-01 09:47:06.595292,BUY,73,0.35
UGARSUGAR,-0.519999999999996,-0.7372749184744024,70.01,448,NEUTRAL,2025-01-01 09:47:20.850782,BUY,28,0.89
SDL26BEES,-0.9299999999999926,-0.7324564857840377,126.04,29,NEUTRAL,2025-01-01 09:47:03.211758,SELL,-6825,3.37
IGPL,-3.9500000000000455,-0.6984969053934652,561.55,578,NEUTRAL,2025-01-01 09:46:23.055883,SELL,123,0.18
WCIL,-0.8099999999999881,-0.6968341362697764,115.43,11933,NEUTRAL,2025-01-01 09:47:25.243707,BUY,314,0.47
SANGHVIMOV,-2.150000000000034,-0.6950056570228007,307.2,1867,SELL,2025-01-01 09:47:00.876902,BUY,685,0.23
SAREGAMA,-3.25,-0.6701030927835051,481.75,25307,SELL,2025-01-01 09:47:01.552997,BUY,393,0.11
PCBL,-3.0,-0.664599025254763,448.4,16265,SELL,2025-01-01 09:46:51.186685,SELL,1233,0.23
UDS,-2.349999999999966,-0.6156667539952754,379.35,532,NEUTRAL,2025-01-01 09:47:20.555527,BUY,-187,2.99
SCHNEIDER,-4.75,-0.6127846223311617,770.4,2770,NEUTRAL,2025-01-01 09:47:04.360385,BUY,-15,1.29
SAPPHIRE,-2.0,-0.5924170616113744,335.6,4919,NEUTRAL,2025-01-01 09:47:01.218543,BUY,2044,0.12
INOXWIND,-1.0800000000000125,-0.5843207271546894,183.75,53050,SELL,2025-01-01 09:46:26.822984,BUY,-102,1.31
PREMIERENE,-7.7999999999999545,-0.5696549205769549,1361.45,24994,SELL,2025-01-01 09:46:53.430455,BUY,78,0.51
RAMASTEEL,-0.07000000000000028,-0.5649717514124316,12.32,206371,NEUTRAL,2025-01-01 09:46:55.584367,BUY,-70384,2.34
SMLT,-0.8900000000000148,-0.5576790525722255,158.7,222,NEUTRAL,2025-01-01 09:47:09.460554,BUY,124,0.14
OSWALGREEN,-0.2700000000000031,-0.5550986842105328,48.37,2519,NEUTRAL,2025-01-01 09:46:50.291072,BUY,-197,1.3
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
BAJAJHCARE,-9.25,-1.5243902439024393,597.55,27018,NEUTRAL,2025-01-01 09:47:45.922510,BUY,-760,4.42
RPPINFRA,-2.4499999999999886,-1.231465192259356,196.5,224,NEUTRAL,2025-01-01 09:48:52.691120,BUY,,
GHCLTEXTIL,-1.1099999999999994,-1.0885554574874956,100.86,9851,NEUTRAL,2025-01-01 09:48:06.601760,BUY,454,0.13
GULFPETRO,-0.6000000000000014,-1.0806916426512994,54.92,13270,NEUTRAL,2025-01-01 09:48:10.951175,BUY,-1852,5.46
STERTOOLS,-6.4500000000000455,-1.067085780461584,598,8485,NEUTRAL,2025-01-01 09:49:03.861288,BUY,-115,1.6
MMFL,-4.75,-0.9962248322147651,472.05,179,SELL,2025-01-01 09:48:35.134767,BUY,-491,9.93
ALANKIT,-0.21000000000000085,-0.9459459459459498,21.99,20425,NEUTRAL,2025-01-01 09:47:39.965870,BUY,-4611,2.31
NEWGEN,-16.299999999999955,-0.9424689216536546,1713.2,21690,NEUTRAL,2025-01-01 09:48:39.891035,BUY,-2,1.02
JINDALPHOT,-8.350000000000023,-0.911223877339447,908,90,NEUTRAL,2025-01-01 09:48:21.324717,BUY,-15,2.07
BLISSGVS,-1.4800000000000182,-0.8476032300555627,173.13,61680,NEUTRAL,2025-01-01 09:47:49.313257,BUY,320,0.7
ABAN,-0.5100000000000051,-0.7936507936508016,63.75,345,NEUTRAL,2025-01-01 09:47:36.915875,BUY,40,0.8
SHREEPUSHK,-2.4499999999999886,-0.745927842898459,326,1160,SELL,2025-01-01 09:48:58.366714,BUY,-34,2.31
SDL26BEES,-0.9299999999999926,-0.7324564857840377,126.04,29,NEUTRAL,2025-01-01 09:48:56.337242,SELL,-6826,3.38
RAMASTEEL,-0.08999999999999986,-0.7263922518159794,12.3,261325,NEUTRAL,2025-01-01 09:48:49.675872,BUY,-32672,1.59
SELAN,-6,-0.7220216606498195,825,1210,NEUTRAL,2025-01-01 09:48:56.587040,NEUTRAL,368,0.07
INOXWIND,-1.3300000000000125,-0.7195801547367918,183.5,84686,NEUTRAL,2025-01-01 09:48:18.759105,BUY,524,0.46
JAGSNPHARM,-4.399999999999977,-0.7092198581560247,616,3628,NEUTRAL,2025-01-01 09:48:20.673181,BUY,-697,13.91
ZEEL,-0.8800000000000097,-0.7059767348576089,123.77,475840,NEUTRAL,2025-01-01 09:49:17.982639,BUY,3109,0.16
IGPL,-3.9500000000000455,-0.6984969053934652,561.55,578,NEUTRAL,2025-01-01 09:48:16.129359,SELL,130,0.16
ECLERX,-24,-0.6978772899098575,3415,7085,SELL,2025-01-01 09:47:59.983044,STRONG_SELL,1,0.99
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
BAJAJHCARE,-8.799999999999955,-1.450230718523394,598,32971,NEUTRAL,2025-01-01 09:49:36.950356,BUY,-858,4.43
AXITA,-0.14999999999999858,-1.3100436681222583,11.3,466765,SELL,2025-01-01 09:49:36.417250,BUY,6212,0.59
ALANKIT,-0.259999999999998,-1.1711711711711623,21.94,21025,NEUTRAL,2025-01-01 09:49:30.829485,BUY,-2481,1.58
ELGIRUBCO,-1.4000000000000057,-1.0687022900763403,129.6,3878,SELL,2025-01-01 09:49:52.023974,STRONG_SELL,,
GULFPETRO,-0.5900000000000034,-1.0626801152737815,54.93,14196,NEUTRAL,2025-01-01 09:50:02.425007,BUY,320,0.44
COSMOFIRST,-9.5,-1.021999892421064,920.05,3423,NEUTRAL,2025-01-01 09:49:45.488051,BUY,-47,2.88
BLISSGVS,-1.6100000000000136,-0.9220548651280074,173,95138,NEUTRAL,2025-01-01 09:49:40.056767,BUY,-796,4.09
DALMIASUG,-3.400000000000034,-0.9082409509817106,370.95,1742,NEUTRAL,2025-01-01 09:49:46.682601,BUY,56,0.38
INDOWIND,-0.21000000000000085,-0.8560945780676756,24.32,9358,NEUTRAL,2025-01-01 09:50:09.957569,BUY,-160,1.11
GHCLTEXTIL,-0.8599999999999994,-0.8433853094047263,101.11,10436,NEUTRAL,2025-01-01 09:49:57.765743,BUY,91,0.62
ECLERX,-29,-0.8432683919744113,3410,11011,SELL,2025-01-01 09:49:51.009220,STRONG_SELL,44,0.17
BALKRISIND,-23.699999999999818,-0.8176643091254034,2874.8,6012,SELL,2025-01-01 09:49:37.393494,SELL,31,0.66
MASTERTR,-1.3400000000000034,-0.8094231350045323,164.21,157,NEUTRAL,2025-01-01 09:50:25.529473,SELL,163,0.41
INOXWIND,-1.410000000000025,-0.7628631715630714,183.42,113444,NEUTRAL,2025-01-01 09:50:10.966446,BUY,763,0.45
HLVLTD,-0.14000000000000057,-0.7446808510638327,18.66,27123,NEUTRAL,2025-01-01 09:50:05.535812,BUY,147,0.99
CENTRUM,-0.25,-0.7398638650488311,33.54,3969,NEUTRAL,2025-01-01 09:49:43.184165,BUY,2872,0.35
DHARMAJ,-1.9499999999999886,-0.7318446237567982,264.5,3724,NEUTRAL,2025-01-01 09:49:49.501392,BUY,369,0.25
JAGSNPHARM,-4.399999999999977,-0.7092198581560247,616,4131,NEUTRAL,2025-01-01 09:50:13.378442,BUY,145,0.38
GTL,-0.09000000000000163,-0.7081038552321135,12.62,26516,SELL,2025-01-01 09:50:01.864531,BUY,1832,0.84
BHARATWIRE,-1.5200000000000102,-0.707009628354812,213.47,1587,NEUTRAL,2025-01-01 09:49:39.381151,BUY,55,0.4
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
TVSHLTD,-141.14999999999964,-1.4334096667563676,9706,656,SELL,2025-01-01 09:52:57.514995,STRONG_SELL,-58,4.41
STERTOOLS,-6.699999999999932,-1.1240667729217235,589.35,16964,NEUTRAL,2025-01-01 09:52:50.479378,BUY,242,0.68
SIGNPOST,-4,-1.08991825613079,363,87,NEUTRAL,2025-01-01 09:52:46.891548,SELL,,
KIMS,-6.5499999999999545,-1.062190870023507,610.1,23996,SELL,2025-01-01 09:52:12.212884,BUY,189,0.45
OCCLLTD,-1.0699999999999932,-1.0000934666791226,105.92,2261,NEUTRAL,2025-01-01 09:52:28.343518,BUY,69,0.47
ITDC,-5.0499999999999545,-0.8053584243680655,622,710,NEUTRAL,2025-01-01 09:52:07.148490,BUY,73,0.39
SUYOG,-13.650000000000091,-0.764748725418796,1771.25,1061,NEUTRAL,2025-01-01 09:52:52.345105,NEUTRAL,4,0.88
SIGMA,-2.2999999999999545,-0.7057379564283384,323.6,173,SELL,2025-01-01 09:52:46.705947,STRONG_SELL,-7,1.23
DYNAMATECH,-57.350000000000364,-0.6821209381987768,8350.25,349,SELL,2025-01-01 09:51:44.552326,STRONG_SELL,0,1.0
SAREGAMA,-3.1999999999999886,-0.6650041562759744,478,36962,NEUTRAL,2025-01-01 09:52:42.824497,BUY,-25,1.06
TPLPLASTEH,-0.6800000000000068,-0.6628326347597298,101.91,3640,BUY,2025-01-01 09:52:56.743812,STRONG_BUY,6,0.94
GOACARBON,-4.5,-0.6488824801730353,689,326,NEUTRAL,2025-01-01 09:51:53.292070,BUY,-11,1.58
EIHAHOTELS,-2.75,-0.6470588235294118,422.25,2623,NEUTRAL,2025-01-01 09:51:45.317367,BUY,-47,1.96
ARIHANTCAP,-0.6400000000000006,-0.6069802731411235,104.8,12982,NEUTRAL,2025-01-01 09:51:25.786923,BUY,973,0.47
GNA,-2.4499999999999886,-0.6013007731009912,405,497,SELL,2025-01-01 09:51:53.058849,BUY,195,0.21
SCHAND,-1.2800000000000011,-0.5967365967365973,213.22,430,NEUTRAL,2025-01-01 09:52:43.839025,SELL,-4,1.06
MUKANDLTD,-0.7700000000000102,-0.5886850152905276,130.03,988,NEUTRAL,2025-01-01 09:52:23.785712,BUY,-33,1.56
TIMKEN,-17.800000000000182,-0.5746013299761179,3080,289,SELL,2025-01-01 09:52:55.715760,STRONG_SELL,5,0.58
DALMIASUG,-1.9499999999999886,-0.5246166263115385,369.75,1191,NEUTRAL,2025-01-01 09:51:41.578256,BUY,-61,2.33
LYKALABS,-0.8100000000000023,-0.5098187311178263,158.07,171,NEUTRAL,2025-01-01 09:52:17.848436,BUY,-29,1.62
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
TVSHLTD,-147.14999999999964,-1.4943410022189125,9700,3428,SELL,2025-01-01 09:54:51.475237,STRONG_SELL,-14,1.88
OCCLLTD,-1.3900000000000006,-1.2991868398915793,105.6,4097,NEUTRAL,2025-01-01 09:54:22.345870,BUY,-57,1.35
NECCLTD,-0.46000000000000085,-1.2745912995289577,35.63,13100,NEUTRAL,2025-01-01 09:54:16.995452,BUY,37,0.9
